series_id	year	period	value	footnote_codes
SMS15000000000000001          	1994	M07	       536.3	
SMS15000000000000001          	1994	M08	       536.2	
SMS15000000000000001          	1994	M09	       535.6	
SMS15000000000000001          	1994	M10	       537.6	
SMS15000000000000001          	1994	M11	       538.6	
SMS15000000000000001          	1994	M12	       537.4	
SMS15000000000000001          	1995	M01	       536.6	
SMS15000000000000001          	1995	M02	       535.5	
SMS15000000000000001          	1995	M03	       536.0	
SMS15000000000000001          	1995	M04	       534.7	
SMS15000000000000001          	1995	M05	       533.4	
SMS15000000000000001          	1995	M06	       533.4	
SMS15000000000000001          	1995	M07	       532.6	
SMS15000000000000001          	1995	M08	       531.5	
SMS15000000000000001          	1995	M09	       530.0	
SMS15000000000000001          	1995	M10	       530.5	
SMS15000000000000001          	1995	M11	       530.6	
SMS15000000000000001          	1995	M12	       530.0	
SMS15000000000000001          	1996	M01	       530.0	
SMS15000000000000001          	1996	M02	       532.2	
SMS15000000000000001          	1996	M03	       532.0	
SMS15000000000000001          	1996	M04	       529.4	
SMS15000000000000001          	1996	M05	       530.0	
SMS15000000000000001          	1996	M06	       530.1	
SMS15000000000000001          	1996	M07	       531.8	
SMS15000000000000001          	1996	M08	       531.0	
SMS15000000000000001          	1996	M09	       529.0	
SMS15000000000000001          	1996	M10	       530.6	
SMS15000000000000001          	1996	M11	       530.6	
SMS15000000000000001          	1996	M12	       532.5	
SMS15000000000000001          	1997	M01	       532.5	
SMS15000000000000001          	1997	M02	       532.6	
SMS15000000000000001          	1997	M03	       533.1	
SMS15000000000000001          	1997	M04	       532.1	
SMS15000000000000001          	1997	M05	       531.4	
SMS15000000000000001          	1997	M06	       532.0	
SMS15000000000000001          	1997	M07	       531.2	
SMS15000000000000001          	1997	M08	       532.2	
SMS15000000000000001          	1997	M09	       529.9	
SMS15000000000000001          	1997	M10	       530.5	
SMS15000000000000001          	1997	M11	       530.2	
SMS15000000000000001          	1997	M12	       530.3	
SMS15000000000000001          	1998	M01	       530.2	
SMS15000000000000001          	1998	M02	       529.7	
SMS15000000000000001          	1998	M03	       529.9	
SMS15000000000000001          	1998	M04	       530.5	
SMS15000000000000001          	1998	M05	       531.4	
SMS15000000000000001          	1998	M06	       531.0	
SMS15000000000000001          	1998	M07	       531.9	
SMS15000000000000001          	1998	M08	       533.7	
SMS15000000000000001          	1998	M09	       532.8	
SMS15000000000000001          	1998	M10	       530.9	
SMS15000000000000001          	1998	M11	       531.3	
SMS15000000000000001          	1998	M12	       531.0	
SMS15000000000000001          	1999	M01	       527.8	
SMS15000000000000001          	1999	M02	       528.8	
SMS15000000000000001          	1999	M03	       530.0	
SMS15000000000000001          	1999	M04	       531.8	
SMS15000000000000001          	1999	M05	       532.2	
SMS15000000000000001          	1999	M06	       534.1	
SMS15000000000000001          	1999	M07	       535.2	
SMS15000000000000001          	1999	M08	       539.4	
SMS15000000000000001          	1999	M09	       537.8	
SMS15000000000000001          	1999	M10	       539.8	
SMS15000000000000001          	1999	M11	       540.4	
SMS15000000000000001          	1999	M12	       541.7	
SMS15000000000000001          	2000	M01	       541.8	
SMS15000000000000001          	2000	M02	       543.4	
SMS15000000000000001          	2000	M03	       546.2	
SMS15000000000000001          	2000	M04	       548.6	
SMS15000000000000001          	2000	M05	       549.8	
SMS15000000000000001          	2000	M06	       552.1	
SMS15000000000000001          	2000	M07	       552.7	
SMS15000000000000001          	2000	M08	       553.1	
SMS15000000000000001          	2000	M09	       556.8	
SMS15000000000000001          	2000	M10	       556.9	
SMS15000000000000001          	2000	M11	       556.8	
SMS15000000000000001          	2000	M12	       558.1	
SMS15000000000000001          	2001	M01	       553.5	
SMS15000000000000001          	2001	M02	       558.0	
SMS15000000000000001          	2001	M03	       558.9	
SMS15000000000000001          	2001	M04	       556.7	
SMS15000000000000001          	2001	M05	       555.3	
SMS15000000000000001          	2001	M06	       558.4	
SMS15000000000000001          	2001	M07	       557.7	
SMS15000000000000001          	2001	M08	       558.1	
SMS15000000000000001          	2001	M09	       559.3	
SMS15000000000000001          	2001	M10	       549.5	
SMS15000000000000001          	2001	M11	       546.8	
SMS15000000000000001          	2001	M12	       546.4	
SMS15000000000000001          	2002	M01	       548.9	
SMS15000000000000001          	2002	M02	       549.8	
SMS15000000000000001          	2002	M03	       551.7	
SMS15000000000000001          	2002	M04	       549.0	
SMS15000000000000001          	2002	M05	       555.7	
SMS15000000000000001          	2002	M06	       561.9	
SMS15000000000000001          	2002	M07	       558.6	
SMS15000000000000001          	2002	M08	       558.0	
SMS15000000000000001          	2002	M09	       560.5	
SMS15000000000000001          	2002	M10	       561.9	
SMS15000000000000001          	2002	M11	       562.0	
SMS15000000000000001          	2002	M12	       564.1	
SMS15000000000000001          	2003	M01	       564.7	
SMS15000000000000001          	2003	M02	       565.0	
SMS15000000000000001          	2003	M03	       565.6	
SMS15000000000000001          	2003	M04	       563.9	
SMS15000000000000001          	2003	M05	       566.2	
SMS15000000000000001          	2003	M06	       566.4	
SMS15000000000000001          	2003	M07	       567.7	
SMS15000000000000001          	2003	M08	       567.0	
SMS15000000000000001          	2003	M09	       568.6	
SMS15000000000000001          	2003	M10	       570.5	
SMS15000000000000001          	2003	M11	       571.8	
SMS15000000000000001          	2003	M12	       572.9	
SMS15000000000000001          	2004	M01	       574.2	
SMS15000000000000001          	2004	M02	       575.3	
SMS15000000000000001          	2004	M03	       575.8	
SMS15000000000000001          	2004	M04	       578.0	
SMS15000000000000001          	2004	M05	       580.3	
SMS15000000000000001          	2004	M06	       582.0	
SMS15000000000000001          	2004	M07	       584.5	
SMS15000000000000001          	2004	M08	       585.6	
SMS15000000000000001          	2004	M09	       586.3	
SMS15000000000000001          	2004	M10	       590.4	
SMS15000000000000001          	2004	M11	       594.9	
SMS15000000000000001          	2004	M12	       592.4	
SMS15000000000000001          	2005	M01	       592.7	
SMS15000000000000001          	2005	M02	       593.9	
SMS15000000000000001          	2005	M03	       595.1	
SMS15000000000000001          	2005	M04	       598.0	
SMS15000000000000001          	2005	M05	       600.0	
SMS15000000000000001          	2005	M06	       600.8	
SMS15000000000000001          	2005	M07	       603.3	
SMS15000000000000001          	2005	M08	       606.1	
SMS15000000000000001          	2005	M09	       606.0	
SMS15000000000000001          	2005	M10	       606.1	
SMS15000000000000001          	2005	M11	       607.8	
SMS15000000000000001          	2005	M12	       609.6	
SMS15000000000000001          	2006	M01	       607.8	
SMS15000000000000001          	2006	M02	       611.7	
SMS15000000000000001          	2006	M03	       612.8	
SMS15000000000000001          	2006	M04	       613.6	
SMS15000000000000001          	2006	M05	       616.0	
SMS15000000000000001          	2006	M06	       617.5	
SMS15000000000000001          	2006	M07	       616.8	
SMS15000000000000001          	2006	M08	       620.4	
SMS15000000000000001          	2006	M09	       622.2	
SMS15000000000000001          	2006	M10	       618.4	
SMS15000000000000001          	2006	M11	       625.6	
SMS15000000000000001          	2006	M12	       623.5	
SMS15000000000000001          	2007	M01	       622.5	
SMS15000000000000001          	2007	M02	       623.6	
SMS15000000000000001          	2007	M03	       624.0	
SMS15000000000000001          	2007	M04	       619.7	
SMS15000000000000001          	2007	M05	       624.9	
SMS15000000000000001          	2007	M06	       626.9	
SMS15000000000000001          	2007	M07	       624.2	
SMS15000000000000001          	2007	M08	       622.7	
SMS15000000000000001          	2007	M09	       626.4	
SMS15000000000000001          	2007	M10	       626.5	
SMS15000000000000001          	2007	M11	       627.7	
SMS15000000000000001          	2007	M12	       628.3	
SMS15000000000000001          	2008	M01	       627.5	
SMS15000000000000001          	2008	M02	       627.5	
SMS15000000000000001          	2008	M03	       626.7	
SMS15000000000000001          	2008	M04	       621.6	
SMS15000000000000001          	2008	M05	       624.6	
SMS15000000000000001          	2008	M06	       622.3	
SMS15000000000000001          	2008	M07	       619.0	
SMS15000000000000001          	2008	M08	       617.0	
SMS15000000000000001          	2008	M09	       614.8	
SMS15000000000000001          	2008	M10	       611.1	
SMS15000000000000001          	2008	M11	       614.3	
SMS15000000000000001          	2008	M12	       606.4	
SMS15000000000000001          	2009	M01	       602.9	
SMS15000000000000001          	2009	M02	       600.3	
SMS15000000000000001          	2009	M03	       597.8	
SMS15000000000000001          	2009	M04	       594.0	
SMS15000000000000001          	2009	M05	       592.4	
SMS15000000000000001          	2009	M06	       592.4	
SMS15000000000000001          	2009	M07	       589.0	
SMS15000000000000001          	2009	M08	       586.4	
SMS15000000000000001          	2009	M09	       586.4	
SMS15000000000000001          	2009	M10	       587.3	
SMS15000000000000001          	2009	M11	       585.6	
SMS15000000000000001          	2009	M12	       585.1	
SMS15000000000000001          	2010	M01	       584.9	
SMS15000000000000001          	2010	M02	       585.7	
SMS15000000000000001          	2010	M03	       585.7	
SMS15000000000000001          	2010	M04	       585.5	
SMS15000000000000001          	2010	M05	       587.5	
SMS15000000000000001          	2010	M06	       584.5	
SMS15000000000000001          	2010	M07	       585.7	
SMS15000000000000001          	2010	M08	       581.8	
SMS15000000000000001          	2010	M09	       586.2	
SMS15000000000000001          	2010	M10	       590.7	
SMS15000000000000001          	2010	M11	       593.3	
SMS15000000000000001          	2010	M12	       590.3	
SMS15000000000000001          	2011	M01	       595.7	
SMS15000000000000001          	2011	M02	       595.8	
SMS15000000000000001          	2011	M03	       593.3	
SMS15000000000000001          	2011	M04	       593.0	
SMS15000000000000001          	2011	M05	       590.5	
SMS15000000000000001          	2011	M06	       588.9	
SMS15000000000000001          	2011	M07	       595.6	P
SMS15000001500000001          	1990	M01	        34.4	
SMS15000001500000001          	1990	M02	        35.3	
SMS15000001500000001          	1990	M03	        35.1	
SMS15000001500000001          	1990	M04	        34.8	
SMS15000001500000001          	1990	M05	        35.0	
SMS15000001500000001          	1990	M06	        35.3	
SMS15000001500000001          	1990	M07	        35.5	
SMS15000001500000001          	1990	M08	        35.7	
SMS15000001500000001          	1990	M09	        35.8	
SMS15000001500000001          	1990	M10	        36.7	
SMS15000001500000001          	1990	M11	        36.7	
SMS15000001500000001          	1990	M12	        36.9	
SMS15000001500000001          	1991	M01	        36.8	
SMS15000001500000001          	1991	M02	        36.8	
SMS15000001500000001          	1991	M03	        36.6	
SMS15000001500000001          	1991	M04	        36.7	
SMS15000001500000001          	1991	M05	        36.7	
SMS15000001500000001          	1991	M06	        36.6	
SMS15000001500000001          	1991	M07	        36.2	
SMS15000001500000001          	1991	M08	        36.0	
SMS15000001500000001          	1991	M09	        35.6	
SMS15000001500000001          	1991	M10	        35.4	
SMS15000001500000001          	1991	M11	        35.1	
SMS15000001500000001          	1991	M12	        35.0	
SMS15000001500000001          	1992	M01	        34.5	
SMS15000001500000001          	1992	M02	        34.2	
SMS15000001500000001          	1992	M03	        34.1	
SMS15000001500000001          	1992	M04	        34.0	
SMS15000001500000001          	1992	M05	        33.9	
SMS15000001500000001          	1992	M06	        33.9	
SMS15000001500000001          	1992	M07	        33.9	
SMS15000001500000001          	1992	M08	        33.6	
SMS15000001500000001          	1992	M09	        32.9	
SMS15000001500000001          	1992	M10	        34.0	
SMS15000001500000001          	1992	M11	        34.6	
SMS15000001500000001          	1992	M12	        34.8	
SMS15000001500000001          	1993	M01	        35.5	
SMS15000001500000001          	1993	M02	        36.0	
SMS15000001500000001          	1993	M03	        35.6	
SMS15000001500000001          	1993	M04	        35.4	
SMS15000001500000001          	1993	M05	        35.1	
SMS15000001500000001          	1993	M06	        34.7	
SMS15000001500000001          	1993	M07	        34.6	
SMS15000001500000001          	1993	M08	        34.1	
SMS15000001500000001          	1993	M09	        33.9	
SMS15000001500000001          	1993	M10	        33.6	
SMS15000001500000001          	1993	M11	        33.0	
SMS15000001500000001          	1993	M12	        32.3	
SMS15000001500000001          	1994	M01	        31.7	
SMS15000001500000001          	1994	M02	        31.6	
SMS15000001500000001          	1994	M03	        31.4	
SMS15000001500000001          	1994	M04	        31.7	
SMS15000001500000001          	1994	M05	        31.4	
SMS15000001500000001          	1994	M06	        31.1	
SMS15000001500000001          	1994	M07	        31.0	
SMS15000001500000001          	1994	M08	        30.9	
SMS15000001500000001          	1994	M09	        30.5	
SMS15000001500000001          	1994	M10	        30.1	
SMS15000001500000001          	1994	M11	        29.7	
SMS15000001500000001          	1994	M12	        29.2	
SMS15000001500000001          	1995	M01	        28.7	
SMS15000001500000001          	1995	M02	        28.5	
SMS15000001500000001          	1995	M03	        28.4	
SMS15000001500000001          	1995	M04	        28.0	
SMS15000001500000001          	1995	M05	        27.8	
SMS15000001500000001          	1995	M06	        27.8	
SMS15000001500000001          	1995	M07	        27.5	
SMS15000001500000001          	1995	M08	        27.5	
SMS15000001500000001          	1995	M09	        27.3	
SMS15000001500000001          	1995	M10	        26.9	
SMS15000001500000001          	1995	M11	        26.8	
SMS15000001500000001          	1995	M12	        26.4	
SMS15000001500000001          	1996	M01	        26.1	
SMS15000001500000001          	1996	M02	        25.7	
SMS15000001500000001          	1996	M03	        25.2	
SMS15000001500000001          	1996	M04	        25.4	
SMS15000001500000001          	1996	M05	        25.3	
SMS15000001500000001          	1996	M06	        25.1	
SMS15000001500000001          	1996	M07	        24.9	
SMS15000001500000001          	1996	M08	        24.8	
SMS15000001500000001          	1996	M09	        24.7	
SMS15000001500000001          	1996	M10	        24.7	
SMS15000001500000001          	1996	M11	        23.7	
SMS15000001500000001          	1996	M12	        24.6	
SMS15000001500000001          	1997	M01	        24.5	
SMS15000001500000001          	1997	M02	        24.4	
SMS15000001500000001          	1997	M03	        24.1	
SMS15000001500000001          	1997	M04	        23.7	
SMS15000001500000001          	1997	M05	        23.6	
SMS15000001500000001          	1997	M06	        23.2	
SMS15000001500000001          	1997	M07	        23.4	
SMS15000001500000001          	1997	M08	        23.2	
SMS15000001500000001          	1997	M09	        23.2	
SMS15000001500000001          	1997	M10	        23.2	
SMS15000001500000001          	1997	M11	        23.1	
SMS15000001500000001          	1997	M12	        23.1	
SMS15000001500000001          	1998	M01	        22.8	
SMS15000001500000001          	1998	M02	        23.1	
SMS15000001500000001          	1998	M03	        22.9	
SMS15000001500000001          	1998	M04	        22.8	
SMS15000001500000001          	1998	M05	        22.8	
SMS15000001500000001          	1998	M06	        22.6	
SMS15000001500000001          	1998	M07	        22.6	
SMS15000001500000001          	1998	M08	        22.7	
SMS15000001500000001          	1998	M09	        22.7	
SMS15000001500000001          	1998	M10	        22.7	
SMS15000001500000001          	1998	M11	        22.6	
SMS15000001500000001          	1998	M12	        22.9	
SMS15000001500000001          	1999	M01	        22.6	
SMS15000001500000001          	1999	M02	        22.6	
SMS15000001500000001          	1999	M03	        22.3	
SMS15000001500000001          	1999	M04	        22.5	
SMS15000001500000001          	1999	M05	        22.4	
SMS15000001500000001          	1999	M06	        22.5	
SMS15000001500000001          	1999	M07	        22.4	
SMS15000001500000001          	1999	M08	        22.5	
SMS15000001500000001          	1999	M09	        22.5	
SMS15000001500000001          	1999	M10	        22.7	
SMS15000001500000001          	1999	M11	        22.9	
SMS15000001500000001          	1999	M12	        23.2	
SMS15000001500000001          	2000	M01	        23.6	
SMS15000001500000001          	2000	M02	        23.8	
SMS15000001500000001          	2000	M03	        24.1	
SMS15000001500000001          	2000	M04	        24.5	
SMS15000001500000001          	2000	M05	        24.6	
SMS15000001500000001          	2000	M06	        24.7	
SMS15000001500000001          	2000	M07	        25.2	
SMS15000001500000001          	2000	M08	        25.3	
SMS15000001500000001          	2000	M09	        25.4	
SMS15000001500000001          	2000	M10	        25.4	
SMS15000001500000001          	2000	M11	        25.4	
SMS15000001500000001          	2000	M12	        25.7	
SMS15000001500000001          	2001	M01	        25.4	
SMS15000001500000001          	2001	M02	        25.4	
SMS15000001500000001          	2001	M03	        25.2	
SMS15000001500000001          	2001	M04	        24.8	
SMS15000001500000001          	2001	M05	        24.8	
SMS15000001500000001          	2001	M06	        24.5	
SMS15000001500000001          	2001	M07	        24.5	
SMS15000001500000001          	2001	M08	        24.4	
SMS15000001500000001          	2001	M09	        24.6	
SMS15000001500000001          	2001	M10	        24.3	
SMS15000001500000001          	2001	M11	        24.5	
SMS15000001500000001          	2001	M12	        24.5	
SMS15000001500000001          	2002	M01	        25.0	
SMS15000001500000001          	2002	M02	        24.9	
SMS15000001500000001          	2002	M03	        25.3	
SMS15000001500000001          	2002	M04	        25.5	
SMS15000001500000001          	2002	M05	        25.6	
SMS15000001500000001          	2002	M06	        26.1	
SMS15000001500000001          	2002	M07	        26.3	
SMS15000001500000001          	2002	M08	        26.4	
SMS15000001500000001          	2002	M09	        26.4	
SMS15000001500000001          	2002	M10	        26.7	
SMS15000001500000001          	2002	M11	        27.0	
SMS15000001500000001          	2002	M12	        27.0	
SMS15000001500000001          	2003	M01	        27.3	
SMS15000001500000001          	2003	M02	        27.4	
SMS15000001500000001          	2003	M03	        27.5	
SMS15000001500000001          	2003	M04	        27.9	
SMS15000001500000001          	2003	M05	        28.1	
SMS15000001500000001          	2003	M06	        27.9	
SMS15000001500000001          	2003	M07	        28.1	
SMS15000001500000001          	2003	M08	        28.2	
SMS15000001500000001          	2003	M09	        28.3	
SMS15000001500000001          	2003	M10	        28.3	
SMS15000001500000001          	2003	M11	        28.3	
SMS15000001500000001          	2003	M12	        28.1	
SMS15000001500000001          	2004	M01	        28.2	
SMS15000001500000001          	2004	M02	        28.5	
SMS15000001500000001          	2004	M03	        27.8	
SMS15000001500000001          	2004	M04	        28.7	
SMS15000001500000001          	2004	M05	        29.0	
SMS15000001500000001          	2004	M06	        29.3	
SMS15000001500000001          	2004	M07	        29.4	
SMS15000001500000001          	2004	M08	        29.7	
SMS15000001500000001          	2004	M09	        29.8	
SMS15000001500000001          	2004	M10	        30.4	
SMS15000001500000001          	2004	M11	        30.7	
SMS15000001500000001          	2004	M12	        31.0	
SMS15000001500000001          	2005	M01	        31.4	
SMS15000001500000001          	2005	M02	        31.7	
SMS15000001500000001          	2005	M03	        32.2	
SMS15000001500000001          	2005	M04	        32.7	
SMS15000001500000001          	2005	M05	        33.1	
SMS15000001500000001          	2005	M06	        33.4	
SMS15000001500000001          	2005	M07	        33.8	
SMS15000001500000001          	2005	M08	        34.0	
SMS15000001500000001          	2005	M09	        34.3	
SMS15000001500000001          	2005	M10	        34.5	
SMS15000001500000001          	2005	M11	        34.7	
SMS15000001500000001          	2005	M12	        35.0	
SMS15000001500000001          	2006	M01	        35.1	
SMS15000001500000001          	2006	M02	        35.2	
SMS15000001500000001          	2006	M03	        35.3	
SMS15000001500000001          	2006	M04	        35.5	
SMS15000001500000001          	2006	M05	        35.8	
SMS15000001500000001          	2006	M06	        36.2	
SMS15000001500000001          	2006	M07	        36.5	
SMS15000001500000001          	2006	M08	        37.0	
SMS15000001500000001          	2006	M09	        37.3	
SMS15000001500000001          	2006	M10	        37.6	
SMS15000001500000001          	2006	M11	        38.2	
SMS15000001500000001          	2006	M12	        38.7	
SMS15000001500000001          	2007	M01	        38.1	
SMS15000001500000001          	2007	M02	        38.4	
SMS15000001500000001          	2007	M03	        38.5	
SMS15000001500000001          	2007	M04	        38.8	
SMS15000001500000001          	2007	M05	        38.9	
SMS15000001500000001          	2007	M06	        39.3	
SMS15000001500000001          	2007	M07	        39.3	
SMS15000001500000001          	2007	M08	        39.4	
SMS15000001500000001          	2007	M09	        39.6	
SMS15000001500000001          	2007	M10	        39.8	
SMS15000001500000001          	2007	M11	        39.9	
SMS15000001500000001          	2007	M12	        39.6	
SMS15000001500000001          	2008	M01	        39.5	
SMS15000001500000001          	2008	M02	        39.5	
SMS15000001500000001          	2008	M03	        39.3	
SMS15000001500000001          	2008	M04	        39.1	
SMS15000001500000001          	2008	M05	        38.3	
SMS15000001500000001          	2008	M06	        38.0	
SMS15000001500000001          	2008	M07	        38.0	
SMS15000001500000001          	2008	M08	        37.6	
SMS15000001500000001          	2008	M09	        37.3	
SMS15000001500000001          	2008	M10	        36.6	
SMS15000001500000001          	2008	M11	        36.0	
SMS15000001500000001          	2008	M12	        35.3	
SMS15000001500000001          	2009	M01	        34.5	
SMS15000001500000001          	2009	M02	        33.7	
SMS15000001500000001          	2009	M03	        33.0	
SMS15000001500000001          	2009	M04	        32.1	
SMS15000001500000001          	2009	M05	        31.9	
SMS15000001500000001          	2009	M06	        31.6	
SMS15000001500000001          	2009	M07	        31.0	
SMS15000001500000001          	2009	M08	        30.4	
SMS15000001500000001          	2009	M09	        30.0	
SMS15000001500000001          	2009	M10	        29.7	
SMS15000001500000001          	2009	M11	        29.4	
SMS15000001500000001          	2009	M12	        29.3	
SMS15000001500000001          	2010	M01	        29.6	
SMS15000001500000001          	2010	M02	        29.3	
SMS15000001500000001          	2010	M03	        29.2	
SMS15000001500000001          	2010	M04	        29.0	
SMS15000001500000001          	2010	M05	        28.9	
SMS15000001500000001          	2010	M06	        28.5	
SMS15000001500000001          	2010	M07	        28.3	
SMS15000001500000001          	2010	M08	        28.1	
SMS15000001500000001          	2010	M09	        28.0	
SMS15000001500000001          	2010	M10	        28.6	
SMS15000001500000001          	2010	M11	        28.7	
SMS15000001500000001          	2010	M12	        28.9	
SMS15000001500000001          	2011	M01	        28.0	
SMS15000001500000001          	2011	M02	        28.0	
SMS15000001500000001          	2011	M03	        28.1	
SMS15000001500000001          	2011	M04	        28.4	
SMS15000001500000001          	2011	M05	        28.9	
SMS15000001500000001          	2011	M06	        29.0	
SMS15000001500000001          	2011	M07	        28.7	P
SMU15000000000000001          	1958	M01	       160.8	
SMU15000000000000001          	1958	M02	       160.5	
SMU15000000000000001          	1958	M03	       156.1	
SMU15000000000000001          	1958	M04	       157.2	
SMU15000000000000001          	1958	M05	       158.8	
SMU15000000000000001          	1958	M06	       166.5	
SMU15000000000000001          	1958	M07	       174.8	
SMU15000000000000001          	1958	M08	       174.5	
SMU15000000000000001          	1958	M09	       166.1	
SMU15000000000000001          	1958	M10	       165.7	
SMU15000000000000001          	1958	M11	       166.8	
SMU15000000000000001          	1958	M12	       170.0	
SMU15000000000000001          	1958	M13	       164.8	
SMU15000000000000001          	1959	M01	       168.2	
SMU15000000000000001          	1959	M02	       169.9	
SMU15000000000000001          	1959	M03	       170.7	
SMU15000000000000001          	1959	M04	       173.6	
SMU15000000000000001          	1959	M05	       174.4	
SMU15000000000000001          	1959	M06	       180.2	
SMU15000000000000001          	1959	M07	       185.8	
SMU15000000000000001          	1959	M08	       185.2	
SMU15000000000000001          	1959	M09	       178.4	
SMU15000000000000001          	1959	M10	       177.5	
SMU15000000000000001          	1959	M11	       179.2	
SMU15000000000000001          	1959	M12	       182.4	
SMU15000000000000001          	1959	M13	       177.1	
SMU15000000000000001          	1960	M01	       180.3	
SMU15000000000000001          	1960	M02	       181.7	
SMU15000000000000001          	1960	M03	       183.2	
SMU15000000000000001          	1960	M04	       185.7	
SMU15000000000000001          	1960	M05	       186.2	
SMU15000000000000001          	1960	M06	       192.3	
SMU15000000000000001          	1960	M07	       200.0	
SMU15000000000000001          	1960	M08	       197.0	
SMU15000000000000001          	1960	M09	       188.1	
SMU15000000000000001          	1960	M10	       189.3	
SMU15000000000000001          	1960	M11	       190.2	
SMU15000000000000001          	1960	M12	       192.1	
SMU15000000000000001          	1960	M13	       188.8	
SMU15000000000000001          	1961	M01	       189.7	
SMU15000000000000001          	1961	M02	       190.0	
SMU15000000000000001          	1961	M03	       190.8	
SMU15000000000000001          	1961	M04	       191.4	
SMU15000000000000001          	1961	M05	       192.6	
SMU15000000000000001          	1961	M06	       200.1	
SMU15000000000000001          	1961	M07	       203.6	
SMU15000000000000001          	1961	M08	       198.2	
SMU15000000000000001          	1961	M09	       192.7	
SMU15000000000000001          	1961	M10	       190.6	
SMU15000000000000001          	1961	M11	       191.7	
SMU15000000000000001          	1961	M12	       193.8	
SMU15000000000000001          	1961	M13	       193.8	
SMU15000000000000001          	1962	M01	       188.9	
SMU15000000000000001          	1962	M02	       189.9	
SMU15000000000000001          	1962	M03	       190.8	
SMU15000000000000001          	1962	M04	       191.8	
SMU15000000000000001          	1962	M05	       193.2	
SMU15000000000000001          	1962	M06	       201.3	
SMU15000000000000001          	1962	M07	       205.2	
SMU15000000000000001          	1962	M08	       199.4	
SMU15000000000000001          	1962	M09	       195.8	
SMU15000000000000001          	1962	M10	       194.3	
SMU15000000000000001          	1962	M11	       195.1	
SMU15000000000000001          	1962	M12	       197.7	
SMU15000000000000001          	1962	M13	       195.3	
SMU15000000000000001          	1963	M01	       193.8	
SMU15000000000000001          	1963	M02	       195.0	
SMU15000000000000001          	1963	M03	       194.7	
SMU15000000000000001          	1963	M04	       195.9	
SMU15000000000000001          	1963	M05	       197.1	
SMU15000000000000001          	1963	M06	       205.7	
SMU15000000000000001          	1963	M07	       208.8	
SMU15000000000000001          	1963	M08	       208.3	
SMU15000000000000001          	1963	M09	       199.6	
SMU15000000000000001          	1963	M10	       197.4	
SMU15000000000000001          	1963	M11	       198.1	
SMU15000000000000001          	1963	M12	       201.2	
SMU15000000000000001          	1963	M13	       199.6	
SMU15000000000000001          	1964	M01	       199.6	
SMU15000000000000001          	1964	M02	       200.3	
SMU15000000000000001          	1964	M03	       202.3	
SMU15000000000000001          	1964	M04	       203.8	
SMU15000000000000001          	1964	M05	       206.0	
SMU15000000000000001          	1964	M06	       214.6	
SMU15000000000000001          	1964	M07	       217.9	
SMU15000000000000001          	1964	M08	       215.6	
SMU15000000000000001          	1964	M09	       207.0	
SMU15000000000000001          	1964	M10	       206.6	
SMU15000000000000001          	1964	M11	       208.8	
